Block Number,Transaction Hash
18850,0476537a8b0363b59370d8e9fbe7defb2639214e6330edc9d2d114e754ac5615
20886,04a168a43cefd0fe669c5a22880c94f63ef8e0d596bbe874bf2694020bd1052c
19953,04eb76ddc13f0faea390668a5f21a79b89170ec25423e31be42ad2614a5849dc
32099,04ef43c15bd8a07f6322ebde36c9cf298637b09152e2de1ce5a3a828239e85b3
13311,04f9a1f564db0dc45e68346e9d554ed8895f9f8af36181df4c41f157eba0195e
13087,0505a729359cf2acf126690630f741ae8cc00c9b64e591ee0db5c3d202f41d9d
15542,051402d1bd0fae66a71d5436127d0c1ed5a516dbea441cb60db3f7c78324f734
20001,051bb0167f089a2f4cda13ab66762658e634289cad38141d545865aaba9bfe8c
36442,051eb86665ee99fdd884e512e860695fe8f3bd85aac1306667cfa096255ec746
41212,0522f3f20404af29162325140d008bc21c1f62ef66c638e30386a1d73ceec092
18883,053b1a7f1718e7eeef76798c03d230b2fa800ccd54f303810de6c7864502d3e0
15584,05488e67efe848441f9f281b93d2b10a541ce19fd38e42b57a18a93f0ff57bd2
13353,0579dcd55fcc8af04d3c499aa41582e94a62b26320cec83062722f98c973ab9f
35985,0598639ecdea90a2d1f195bcaa4a66f6a20ab9143ec8491a67219972429d1302
12560,05ba8fb062e99ab538e2bba7bfcd0b44a1d519ba2d997b7f802e481d05d22add
41761,05bc2ee9e2afcb676c6248fc5751cab24fc8b9666d9d4d89f4b09360e68688eb
13524,060839ae3b0cacfaaedffab259b8d2a1f6a17ad43f8d34fa98a04b1f41fafe5e
38192,06402f1437eb6b2f514eba0e0b65be58ae2f8518bc045c831256f859aa7a9916
15058,066193d9f39949ef30e207559c9aaa15e67d897857a37bf7706facae13c9559e
23748,066da32f403478edf719764c642182672ec5da7239bb90281a4bf14e4f683c85
49800,067168a9e0eccf8deb18c305c3b29bb564cf0c5dd8f4c9fe074b3d3abf83599f
15351,06844f25ad6dadbfaf4dc4fd248e315eb3e1dc5fd6c92e5104d8038789a7438c
32307,0686145736e9d774d1e6ac5bfcabc0cc43206ab010d56a76dc08916e7ef4b20f
44186,069eadb29b52943fac7a35edf45d3bd134cac6ce83a2e6433273dc0bbc1bf5f6
20146,06ccb7b13ea73e07ebffb90be1831961b58fe1a4a0e4f9af31d4a7d290df5ee1
48062,06df817a15c2b9a39b0930a7900f8e19b346cf6e12d0099515e081aa8976379f
12350,070512d701c6890a0b708fa7b1f154102b4dc3d8189053c5fa099b8e54f55008
20006,0733b7e2c6be5350481515c50b05840bc3845afbfa08e5b1779067f4492489da
17074,073739160ea4f87e836b72204cf4fc8e3dc5f3224dd2aeda89d45e45a2593024
47892,0748bc70767501c8ebb0d79a9ba2bee8af0a5cc540af3fa9281f1148a96f69f9
41751,074be1e27769c3aea915024095ba38c33810109287e6465ff74896d6e4bd272d
39208,075bd2dbf2a037b831c20b7a0af49118afe1dc9d90fc79338662ec92348cf4d0
39353,078a64d35f55060fd7fdde2f8651598dbf634ddfa9afa48d4579a12987fe66d8
41572,0798fd6b609963bcbb20f374bce672922a75221acf61151e60abd152d185de4e
11896,07b5c866fd6d8ec148f1bb5c12b34d83bdef631c16f2460884b4444a5e82f4bb
13429,07ce7833815906e3e087b4fe370866bf756ed47e1781a8647f250e9a88882421
32307,07d8cf24217311f984d0103ef8a39221f08ea0fc49a90e6eb45c353e076f401e
27787,07dcc0b856e7616ff28d6019a649386c14bdd16054dfdf3cd61be7e55bc7b46f
12569,07def63d839035ce4022e3488e812eadbeaada8c3c51976f143e4398f159b43e
15042,07e2f1d835de5d02a8a245d3a987a8873bc08f8a97f91bb438d39822222e8e17
39453,0807d314d243cb267ac1ec02eacf84fdaba900cebd5d35fda61899a590b34e4a
49008,0844d0ccd6bdd8d40b7b41cc4c7578bb05472c83f79bc85ab30ca148cb2fca19
13269,084dee8642d4683d12f19da04ba888552e3130833379a999fc6a09d96bb6a281
12661,08512a96a3d9e6d751e8e2669978bf7fdd8ab27d8229b77094da0024abd7cc3f
42550,0864f4e8b5c35a0f3b48b0239d41dcb0952cb32d8e8b5f2fd3027155abf021d4
12379,088c7275204644ce9ad151a11d82a1bfb4d5e4beca7fbb88bedef46e585ac030
12861,089bcdffbf8aad0e9fa8d9005c3acf4885f3e6ddee444383ec76c8d2d93a289e
11937,089e8a7cd761f262f03f77391dec9a093d7566ba570866c063ce3f5514d102f2
35855,08ba1c9b41d1b321f3320b201ae4289b62fa58287c494f5e13940451b30883f6
14558,093a69b769646bf9bc5a72ea360423dab9ec3dffcee21156d549681ac15b5a90
18941,096a83f33a216d5b7fcecc5833709212687098c4c00a4f2fcce9078d530af989
35780,096ce9e5bc73e244428fbd0bbe8502157c4c900e359c9844c3d357369534c4a0
17087,09728ac50f3cf131219c4d7e85f0ecebc777b369ff4e2186050a8ae525b346b7
13615,0972a744566231df47d6ec5e2519c86de2b78fe0795a55ed4d49a45fef8b7239
32434,09839eadec375afc7374649fcd06249c6dc12e59fb051ef51791f8d9c46d953a
12549,098f776eb60dd25b031010e3120ae66c2703ae9d2c6624fc95efea233eee2380
31849,09e12687cce724638d430bc57506a363c6430660037638eb8752f7c3ea3780a8
13180,0a20b445c7100c2b2ad22f6274203b498caa69d926287a11144447b092c15756
40948,0a257aa81f96696117db3fafb7b8b9d13322e3bb033fb9f4e6c4de534c7d1453
32307,0a43fd399fe2f4012f64941ee436741b6c4a9d1aa057614764c327370b0e1269
41009,0a44e23ea5cfc83d73001beb3af2b7612c379e0982065e12d8ca391cee1237ea
39201,0a5b09fd31b90afaabfd5867a5db498ca4918b4cfff346f0413aa178862aaa2e
24704,0a9355149366ea2a299f42c45c6f0f9120a521ef9dc8e0ac715d110ad46d650e
25444,0b3312ca8ae1df93f7ea2706ecf21316a6c244389479f4cb67b463a68975be43
18483,0b339104362f0ae4289b42e2a3632d594e8197c0bdd7408ef78d6afe28e8f474
36782,0b6e472944f53b792d3dca0866f9d3f84e3d8c379a12c751d9e01a0f64441cd8
40932,0b96dfee647e5aa29391be884ff1d35bb21f98d6af770e619edd3ed47ff07d57
22985,0bb4433bbbbbd8d8b11a91a75b28f18222b5320b59fe17c3443261567ae3f43d
23527,0bcb4964e9719a0e319972cdb46f8e94538a3f0f827658037d224f47048e8b77
18555,0beeaf65368c1a17ab626bfc99eb35a50f710db35e8c1aef89b1ff47dd18e914
40317,0c25c9ba1a8d531f500d07eb0eda9e48d00fafcd319556265fc37c5c5f9b7ee8
40371,0c2608d66d5b4fc42ea0c8bd9f8b6d4a40500c070db2f84dfa1f345db2f1a972
17075,0c634cb25b18f9d2956fe4999c01b738f02906f753a93424f14a551353d8d544
18884,0c68f968e5e0fa44383ba942e1514334e302e4bd303d2257d65d97b2ccd3cde3
44135,0c75acc7ba622c2ca3b576b917019d94ebd93e78db2aa220d8bb662d9c1613ef
11697,0c8b683ab09bf56689809244d75b2cc777871102f7198ebeebee6450e4d39578
19093,0cb81b94823e9a9336070e463f3d599514e1d46699e9a497fb038a3364a49697
41828,0cc8aae5ffb2a902bb4d5fe787ca6101f5bd6de511ed02a955429a6b20b24bed
33637,0ce823927fb2e04825ef1f40b458cfd8294c95bd085c139fdca133da3f51aab6
13098,0d1332038f479719231e0d04f6e1e11597cf89be8e1e5d4e6db965f2f9f932a8
43906,0d22662093066feb7bfe45d32ddfdfce961b9ab8bd46f83242cce092cfefa57e
42269,0d3f42e6269e2cfa322378b4cab30349ad1b2edccd2b266d7be9dae1712ced5b
14590,0d50f104696f46452f8535dd6242d9e102beb116ad070f5e3686ac899428837d
11921,0d719c2d208d203bb7d36d8e7ac18b66e7a0c8ac914a45245f9aefcfd9044d72
29076,0d7b60f99a5a4cc3147ab18e084637a05212d42426e3ab75399de72c22ec576b
41858,0dcdd762f8ea1ff04b6a8c0df109f828eb5af6b131d88884f31dc446a7e6775b
12670,0e02524821ad23635a946fed17abfa293dd9845dc45d6bcd446ebed65ad8f07a
40926,0e0446c89c3763da9a8c87451a3a39c0fc72eb7281debf988372c6b5f13c91c7
15011,0e121a92f6b5c4b7ac5e65c2d2b551c78baffb8fce98765c209a3cd9beeccf34
11913,0e58975d79a06500fe5ba904eba8e4fa9e78d28296a6864eb8d3f2089f72c985
47599,0e76e6400ef3dacd75891f899459891e70af8df9349335ae6a85e8a4ece13424
16819,0e7f49936b9d76700f6f0ea4e598b07e138b48510515951de467f3f0bb22c9ee
41063,0e8cfb9b4b7ee50beca0f0fcee3e12aa09222eb3a91123a7119016aee63071eb
13420,0e94f057d6c96b2a928679fe976c6ce96d1d3bb78a64269cc036d46da5902fa0
40945,0ea33e85fc4883c43f76d1d233824d20b24731ca9f4069b483e3380665944046
28698,0ebd267fca3e6bfda83386787a7c752c825bcd6fd8da0c3ef0d4b13f80e301f7
12894,0ecb46e2f7f5b62c5de6ed36eea0e1a7ec0563dac4854d120c379ac84f77b25e
12122,0f133eb58a2882122382b4fef2b17a5fa5c72cac9944e59da7a9f5011b54c4a6
40923,0f25121e1a6826ac2e8e02d655cb458949d92e7a78745cfa0b3d8b90e061a6c7
33308,0f309c84c9d1147db41fb2d4d4dd240eae43d5ff2d2745d47b729c1b9e5227c2
41032,0fa9a9ad2f7c0feac144cb09f2f99daa568cb93494ac8e5f96c1fbdad93d8ee7
40354,0fb7d1216e3dd7c08ff26afade7b8756df432934dbb7a651a844ac7485d21440
12871,0fde08d7911d2be6c19bbcad4772d7091fe2ae11298defef21104714f5d2f1aa
47653,0ff8ed3ac1c234b3524de9fd4ff6eee95aa68e4976617dd9f65c7bc36d50bfd4
35812,100e0c3e2a60a6b3c6a08dc8a01578dc64288a668e6de40105a526b6df86d562
41566,101e47f3e5904a1d9ee90878649ebce6dbe0476229bd405fc36a1166e5e0b31d
39197,101fdaad598f195553b5aeb9b710fe7ad9ff20500342363adfdc8faf7f47246b
22953,105c41c8b8dbbfe511dbc7422188328082e2aa8a733adb918a3f81da025f149d
43904,1067290b9cef9483edfdcd71f2fdf99092f77a09c64e080feec1049e50a29139
30920,10700e5d05a84f5685c58aafc29ca13bd76b4934a166f1ecaa3f3704481224dc
36330,1077dc4edee4889416e95b957595eade0c91b9076c5f85f8997efad4defd0647
12299,1092b64fd13f62c1fedf0586ce247f34a50500d6368d0ddcdadbb692ecdab19f
18897,10a73fe9d020e2d8ef34e8bf67a3705bc3b3628417fc0bf36e1111fc4a750b2b
45831,10c18f167cd5f2079893f7ceb0c77dea02be5132f0445982355230faae59925a
19037,10e1225e4df0c790be4086248fd5892929a7dd2554732f4606b1e0c03c7ab988
43948,110580fe91646c8f29152a1dcecda11260525ed36e235fb3a248adddc94db2bc
20584,1119dbd61dcff0e8902172cd9dd55f997e5c91bcd280a71c17e58d46f5890580
43912,112099a663860c6ea8775a57ae7c1bef00f002be4ff93742206044df04e1bb16
19970,1133e75df45e25a9e7ecde43d95a1ec63a239c151d4a86bc34b5383880b4ad8f
15212,114dccfba07c3e2b2728645682823f40ab649dcd0d304f1cc0ebdd04d9fc6509
39949,115b08a4d61c18591f4a97f0efec68c97a326f3d621031764376af6fefd20b67
12002,11903deb2941f21da04ee6cd7888b82e8db46f857866630f3377d82484c86996
12736,1191c623c683471224ccc963f69558616b1d8e82b3fedd5e3875ee1acef66669
36821,11b26e9afcf3cbab6a06b55160dbf37230c2b91618a84d7351f5d717f44639ed
11948,11b3cc09efef822edabd8db6c80653abd30c4a2d7166bd8db0f1ffa8cbe852c3
37514,11bafe880550d9af81ceb5c82b71916af3fea2291ddb004a2bc94d9ef91e3a67
44118,11de0278d81ef5d411eb2888035b410332a28de810fde2efb9f9e97ab5b016e4
42372,11e922f602791a467fbf573e9f35425d3cbe05733a065fc4b42a81ab1a8bd681
20236,11fe37616be9517e3a582d7ca1c546230a9d2dc65894cc3acd7c6fc01537efbd
11883,1207409dade398bc527fe34339ec7912e62685e7393208af05c5fa5f3227f27f
11983,124c46ab0182a6369da77c55103ba01a3dc14b42bae9eeadb19207f46c2fe12c
12503,126951f51d17a68a3ccd4668fab836a13f36ccc6111a1d28cb1aca2a270fc671
13417,127ae9e4bdd0598a03603066bae20a4427850b36c99fd07b2efb8b330daf7318
33342,129721a53afff11d6817783b4cda62cc5c87161c6827e8d464d51ff15fb553f7
12254,12a5b56a22e618b324ab2c2fac1c9550ae7f6650997ded7da8c67f7887b1ee76
32417,12fc1d284755cb903ac0c0f0c1294a3f0ea32b2544f7e51e97cb316e97235e29
12150,1321998db90a3324f6635a53b05f394f3bf068a4eed097cf6b6eca068901b405
41883,132f914dc3746584aac330e7189b53ee35045f25ac5743e1f5b6d6ca657665e3
42197,1342d744854bc9918c5aad3e68a4e06763aed4d69fa19712afcebe703232a902
15365,1343b2a982033f53d7c1e493402faea128cf3e6193f483b0eb9b1d3ae6c9749d
17267,13539159fe7d0574cb1496e41576607f30aa2aa86f9dfce323619e245705b929
11876,136c149e64e005c3889cc149955327c08de559faa510d1fa93636e1266b639eb
35665,137d3efafddd064701cfb0c68e9cf3f0cf5a5becd65bf8125ca2fb5687d666ea
36851,1385fa35c13ae8eb3f502af1681c6782277991e2d5dd416bad36469a1e605fdb
12529,138952df490c62394dbdc98b35f56ca9dbd0d3c0849bddbcaa67ca50cdeb405e
36428,13c7550c6f443ae8c6522cc09a4c9dbe6f695f99026facb6eb883342e5615ca7
12668,13c97b67b6f2eb35aca6148a62bd814342a140249a40e5897bea0685bad7de2a
39347,13d5fa8af0613ce18933b543e18029b087b4be7c473ebc75342eb06f9a3dd2e7
19716,13d699b217e8d7053fa0d134c6a304b19fc374ea2f199468a54345bb7c130e37
17283,140200de9e1a884a215da06610fa5806c601b78cdba4b3b3261f68bfe0f2bc9a
45543,14053fdb211656a7951a0d5c85e08053b8be5870af0548db5c537f49ec3ac0d0
40307,143d500b05d9466cee428e1141c3481c34acb8e93501cac0fbbaf879d8a17abd
10408,14c3a64a59eefce2c1dce3b0afe933ee664a27228d2d9446fda87fdb5d49082b
47657,15005d1c67843d0b88bd3209c5c6cf10f4e317be3d7e66eaa88a427007beee67
38400,153bac9068392bc680994f61893eeeafdd0c69764ce28a4ff3ffc5d067d16de3
12337,15497a551d77147798648b9133b97351da24fd56ad41e34798f552f23e0f4705
15842,157233b4efb388f0fb0280ffaad68805b4c8d36167fa32799e3957e8376550e8
12607,15b874c43a149edcbf8a049c9ef1dd45564333cd8f4fac7ef785b6c0a092ea50
47665,15e13a360e2b518e6e701b4762d7d350fcbec9e7dc983c7ab94ceb14331ba617
40919,15f4a0703b60b24fb20374f599250229d23e9da182887669958bdd87c3da3da7
13182,16157c201350c0ec05a3e6421c12a7721fb706d1f63aae5d04a82db210a3305f
40944,164c3fe888ce000025f704776865593da888c9ade3cf6cde7ce2b1c45c2d72ca
12606,16550d27f1ad0b3ba99dbc00678ffbb97dca921d3d65d22239fe099a9a29f8ab
41217,16b090ae38c7aa5b0ee892c7f43ef48e526cb7d26e178a266a247d6906552537
41948,16c1e509ff58c9abf450a03fa7454f0fb93c754cdacf2e198528053b570b58dd
12161,16c5b9b8d1093ac4426e3efcf7fa5f1c771b675f9a5c2461299cb930f02461cd
41823,16f17c79383a5a616eb9d7c3351804566c2713acde0da7764b3eba2329c654e0
10834,17138c2bcc1bc40e54276bd27cf5462131808761ea3d90627ee42f068a9f5387
12175,171ec0de02c59a20ea3fef3997cfed25865c2f616d395b2f5550d8a174be7c79
45010,175c16dd47e38410b1fc5901bad19f15303d52fdcf691fb220a96fa6ce478e0c
30839,177c74b3b1e0df688946598011c1cb574245716c6afa062a17a89d067900ec0f
44173,17834051034eff95a6d40cffa538d3f4d869e4c6f516f4be180163a9ea535b67
31898,17c3c773d6068b83f21e7d111f7b98698b3c24040a7c909842634f2caa1657fb
33682,17c96fbd797d362f2256da2007538365fc2d70bec49c81a54f0ab67409adee87
17162,17cef04e3404408733cf5585fa3bfedd343ec0fca70b26ea822d41b57e27ba86
33786,17df2f54de9edd7defa6006958bd85cee637434bdc06e317436d5c209b9d8ba9
31853,17e3b53bbcd5ebeb416fbd63ef0867e60f60f9448e61bd6451b510648650d399
43897,17ef59e55c29bdcd279c33391efddff229057e89f48d48affcfc7fe6f87dbcdb
12576,17fbb1d177ce4f7bf0cb610e9018391dfa828cba199f9b7300e0804596e2c442
14261,18188da9add9f9f8ed33ba5778306db7f63d5da36ca5aba6e2c6431c896fefda
24238,18789418d8a3a3785c75bae4ad2f1f33b6a586d7b7acbf4d5180ac2c4b0a06c6
12516,18930d1316f9015483785fa7f4653a4f5655a6ce6add65bbb7b3420dbb7b870e
12381,18c826b70de8bf1f1c5683a49eb6ba1fa7c5e20473966603727ab58d3ca701ce
22328,1919670e1932cf0384973905165c7234e6cf391a527cef314fd73f24dd895d4d
11935,19393255ddac62acf2387b4a1a63482dbc44a688674292c5ccd2a76edf6d4d40
32307,194c8125bf1dd0afe5d1d8744c77d8444a8b4b94084be92e31c8a55be39ad15e
40908,1957c688c71f9067241338700f351fe4bc237a44a19c0d4f31a3ff18066625eb
40411,196a27bcb52fc0ad34a44f1c69c0452596c667da715e8a20c514bb843a65b9d9
42396,199e959c5979a114db1ad92ac4eae46a8d9cef24edf702390a5d50349734535c
13026,19bc1e59702524a5de4a1a979d7e34c86cc2f46f1e5615b3d0cc8d519071497d
45412,19c4231dba9d122a461aef124a5bb5756468da458b278995fc684a780c59c550
11924,19c8308000deed06a65c3d133c0879be8b3cdb5c0b29a883857b9f7f7511d3d2
32492,19eb2c257129e0019fcd86c2b02e081cf41d9bf389445128deba3f0f5b3187f9
32973,1a0fedecef3a24ce4bcf8e0aad279a52ea8edd771792ccca6a04d1745e5f90f9
12757,1a13d1c19e64c2f4d903b170d756a302a091d6b5c3ca5f98c490a77a8b1380a5
40285,1a14c4cc4867df6aa73ed29a23e63c268a0906c0c0d49aaf989dfe7fe23da87f
47284,1a18430870baf37ee361cee98199a0b1417e97b7bb54a727f9bc51ed75186489
12554,1a421e626f1c0636fc34db6f0f21e51af56c32b80ffdfbf9c0d6c30323da28f0
44227,1a56ba6daa4863e1a9bee7a6f98cda0c8e53be4cae432619395ee492f08ca9f1
13586,1ae17a911c28583d101ce79d0577c50d8a9f95051b9be4e7334bb2cb599e0913
17692,1ae3cf9eb910c3d94ae2105182c528d4e4961cee7551cc5f96482fdbb77f96b3
14845,1afc987719445cf38808805fed1114c527d65584eab09facaf81b7d63f02bf18
18918,1b092e689945990cb1f8b75018012c7b8a407734f3669b7a26fabde25ab96446
18510,1b106273912d329803b3ed33f55753b2bf80ea78db6074a3385672044d6dfde8
13085,1b148d699b51cc9bdff2d15b52f0bf308e7651f560f2200ea048d847c81ac7a9
18060,1b1d21d0a2fd8e01f4c5c1d8ac04f3c002ebc6167b4391e0fe3bf46f3e965ebf
33175,1b7bf9877c15e0384faec7fb17f62530b7c34a4c3d11ed1108c189bf7bc7ea75
26782,1b87c03f473916961f5b5dff0922c5e84f4c4f2d41f69466d4415ea29430f3f8
13572,1bc7dd8e44daa214b4ba5e68b31fbbfc9a59d4a376982a0737b2dbdee68e9db5
21483,1bc98e2016561b2edb90faab183a2f2282b18c1869e4cb6ded57dc729e8be7f2
12155,1be1a582fd6becdb0295f09eda798d290e16918f3b6847cd86c055d3499f5b51
40905,1c0f2f358a33b6cfdcb7e0afe3b13af6514d956391b351a4196f1f85718c8968
12352,1c45e438f3542158ed071126f15c5f76c60cf0db07846ec1c1488b4727c471a5
47869,1c99fcea13ffecc4a607ebdc6b90b9ddaabaee643e9d2feea1d72b2161abc120
40983,1ca4f80a7b2426ba61b68bd5d0678e8677b0c95b96aa82f4d7f13ebd692c51b9
12485,1cd1e446ed99f253434fe08b9ccc118a98c67bbb27b87e00d2ab1590eaf93bf6
35799,1cd2e659bcd167a9d98a6045aa86a6ffc19636851fa67f6b5a6ec5b8fbf21dd4
12301,1cdaa30595e12d8f505745aae73134f4a6332ed5799066035b7d37c7e1d1d6cc
20015,1d2767dc47e3ad93e3fa1f66c4f57a3d8b94cf37088d7f39681ed75caa6e678c
33174,1d349222e2c0884a123046c627f039896b4bc226d9e15d90eb87593b90cfe235
47667,1d5f8fd7939564c71030f060d35ec21e5f5e10425f0c8e4f214a5e050957bf19
16181,1d6949c8697898dfc0440640a1564ec35ca253c329df114fd0400540ff1813ff
36311,1d9211a08b425377c49ee6137bebdeca851b53273224b0be5848bfcea5529bad
44112,1da0be1ce349bd7d3dbee24a5c911c968d7b647ef4a317864dc153546b9d7fc1
47281,1dc967aecee3e373cf0cebc80b3bab93f84b3f144c946bcdba0d4a4ae790722f
41913,1dcfbfe7b2edc849120a4485e3a1a6a558ab0f292d2483fc45eff835a9b83f97
40856,1dd44d302c6c69721fff2943caeeecace401f54481cebb4c2684b28b34eaa310
36520,1deb835201b49abf74aab6333fd074ba09101f408cc506ab580c559aaa22cd0b
18848,1e0894b1fb76665c5deec953a28eabac445fcda2f7a47d1322079e20a0a8f8c9
22708,1e1a5c1c222226ed7d546c206ab764b632e7c3959b1f8596b897755619e8ab79
48140,1e1b6b31a04bb01b1993a447c98ba94de9634290c44e499cd9e4986dad4c23d9
15499,1e384bd4a45f65f527a578bbc2a1de8739fa00dee1ae18ef780047676b949ecf
19504,1e39782ea00bd7b01e61c04e1443543557830768c233fc1d4c26ec85cfaad6cb
31851,1e439e12d750894eaf889243202eb423e3d3063acd4224cba4c6d5a92cd0d03d
38059,1e46fed4487d6cd628ab7ac72cf3e705fa79461027fb8a680e8cdbbf696c61c7
12940,1e5c0fb338ec6903041f4bfe1c96f4ccba8d16011096a0720a916f224ad072fa
39764,1ea83e9d9f7f71eeb8a0b5534155e6b8739072ba745493174055f4e3c2f8cc07
11943,1ec07baa65c2f07da5f08f89925e1ec691d1d0437ccf097a435de3282e15fa47
11874,1ec643d8251c64e38aa911dcffca80fb1315304adae1fd10f560d7e0b61f918f
12209,1ef4fe279f0511efddb5dfd3d37b3bf64f5bfb0fafdc00c1b535fccb082e1fe5
41837,1eff0b95b2f7fa28290489cc4eb7eba12da04332d661ddc47d82aa9ab6aa46e0
42931,1f0c108ccd53a29501d077413d84b88c91f686a615ef6047d1a2dd51710006dd
32457,1f1661f2ec40d62db1188326205dbcf99575facc355ad7efae6d26ccc3fc376c
33257,1f1bf3044599ea7f25e0d8489c22be83951a3137fdc931a6754c5f6b8a26ca76
21956,1f26cf1826f802b9d211f7fc7590a6a7bedb1a14a7731aaadb4c271a4596b0b5
21480,1f26f09166414c975a4acf307a7fa460f423d6e6016fabb2d3f9a1d7a845b30e
40935,1f2d470b06dee08770e9a6cd582dd482b6aa462cf921644891493d1af9aeef20
12425,1f3050e46f61e3b74aae91c51cdca8b3130526f2c1ddc3bccfbe280135c4f19f
26780,1f4743d24c7804266fe5b5779143863b88d81d1089ff8404406c69a2f67af118
41955,1f8252e69187ee66be035b5180bf053670e26ceab81fc6257d9e2ea4eed0f6cd
39765,1fc300394f9252e5a465a9e2c80ff9158cb237888ab5e341d7b7eb2b8a215fcc
13161,20146751b25fd82e8ec5c740dbf0c42e222313e3207cb68690aaa1c4b383e3a7
10862,202b079b7633a9a0128894f6571629660b05abbd2cb274bcc65a39ae6b781f90
12217,20649173ae02df684bdf317b3873c845157b3104a10f6df57839803e6e420756
30328,20daff79471329e305db3e2fed3457deca9c30ba4fa9c16baff9fbfba6283593
11895,20de0079ea717aa69d16997598992692be0583ef5f7ae96b3951fd4ce419b394
11885,20e1f710d1b7680420be96c3104b9e91f21bbae6851dab887539ad7cfcafce43
46815,20eddfd6bd2172b54f641e68ce7c5b269c2d7c442864403aa58f1fdac1f1e497
40222,2102fdf4aa7146e2cc76a926d14318067f4ecfeb13b692c715c69f01219d6b0c
18987,212cd1d5517530d8389566738f0172cb23359e7c973d435b81d12df82d0c85a4
33295,213a928e9334c1f79886fe3d1e99e6539eef28ec412a75b44c788de031a365d3
12782,2193419bd07de528e09a8c1703a6d5a1c327b6a3abb0fec1d5e3803b5d75f325
44301,219fdfbaa148a89b2e266d4875fcae4bfec6b11cc6ad10dfba09476ccf97ea8c
39180,21c36fff2e18dc5cea26994d8684340d704c30b14b4465228a03f197e7e5a4de
29810,21e24ec51b8973984be955871202499f258f287059f336fe81a63fcbc3ce316c
40481,21e3ec49fb9bac6d5a3337413d5a86334a54fb51f37332656940707a3ccad0ca
35963,220aef2a5f56e40dc46ce5bc729bc58cb94dfb830d16dc52e1a185b32deda8e2
44219,220fa66414819447a166517baccdde709c784b237998433c6ef62f585da3e2ce
12269,22259dd4f87ae61ad1e2dc4d68654f3c97134374643b1f148b08650f0f007f6b
28190,222a0f78d8b912c46d9b5f33cfc78443748e1aa6f66a500c8929fb6b39dfcaac
47319,22549124898fdf975755b7654e066e590eff665fc636a871a6eeedabb1879313
19683,226ef545e6492aff1acb362be62be5cf6fa0b72677d31bc58f9c846de690878a
10731,2292f63d3b1d03ccbca838caa40a6059a25bd90b8efb5ad22a8b661c6f4f9adf
47056,22b8fc118d6555b4256024093c85eb3606d7d01a355c2fd8b6a7f444b2fb5fae
39131,22ba99aa83bfee54dc91dbe1c558570c749229703dc65a3d464f9777367bcb9c
12474,22f2cbc291f0283ab61a32e4684661970f838efb2453ee0b000d8d274056b076
